sample_id,title,age_days,age_weeks,raw_age_value,raw_age_unit,normalized_age_unit,age_unit_source,age_parse_warning,tissue,strain,sex,intervention,dataset_batch,assay,fastq_on_disk,parse_status,raw_source_name,raw_characteristics,sample_id_source,metadata_source,matrix_sample_id,source_column,condition_detail,condition_family,header_tissue_raw,header_condition_clean,match_key,tile_sample_id,matrix_sample_id_crosswalk,source_column_crosswalk,match_key_crosswalk,gsm_sample_id,run_accession,experiment_accession,sample_accession,biosample,replicate_token,replicate_order,local_fastq_complete,mapping_status,mapping_confidence,raw_group_count,header_group_count,age_weeks_crosswalk,tissue_crosswalk,sex_crosswalk,condition_family_crosswalk,condition_detail_crosswalk,raw_experiment_title,gsm_crosswalk_status
GSE60012_tile_073,GSE60012 synthetic Cerebellum_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,brain_cerebellum,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Cerebellum,matrix_sample_id: GSE60012_tile_073_Cerebellum_F_20w_NORMAL | source_column: Cerebellum_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_073_Cerebellum_F_20w_NORMAL,Cerebellum_F_20w_NORMAL,NORMAL,normal,Cerebellum,NORMAL,cerebellum|F|20w|normal,GSE60012_tile_073,GSE60012_tile_073_Cerebellum_F_20w_NORMAL,Cerebellum_F_20w_NORMAL,cerebellum|F|20w|normal,GSM1463815,SRR1534659,SRX668140,SRS672630,SAMN02950242,10,10,False,mapped,exact_group_count_ordered,4,4,20.0,brain_cerebellum,F,normal,NORMAL,GSM1463815: RRBS_10_Mouse_Cerebellum_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_074,GSE60012 synthetic Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_074_Liver_F_20w_NORMAL | source_column: Liver_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_074_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|F|20w|normal,GSE60012_tile_074,GSE60012_tile_074_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,liver|F|20w|normal,GSM1463673,SRR1534521,SRX668002,SRS672491,SAMN02950344,27,27,True,mapped,exact_group_count_ordered,10,10,20.0,liver,F,normal,NORMAL,GSM1463673: RRBS_27_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_075,GSE60012 synthetic Cerebellum_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,brain_cerebellum,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Cerebellum,matrix_sample_id: GSE60012_tile_075_Cerebellum_F_20w_NORMAL | source_column: Cerebellum_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_075_Cerebellum_F_20w_NORMAL,Cerebellum_F_20w_NORMAL,NORMAL,normal,Cerebellum,NORMAL,cerebellum|F|20w|normal,GSE60012_tile_075,GSE60012_tile_075_Cerebellum_F_20w_NORMAL,Cerebellum_F_20w_NORMAL,cerebellum|F|20w|normal,GSM1463817,SRR1534660,SRX668141,SRS672629,SAMN02950243,11,11,False,mapped,exact_group_count_ordered,4,4,20.0,brain_cerebellum,F,normal,NORMAL,GSM1463817: RRBS_11_Mouse_Cerebellum_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_076,GSE60012 synthetic Liver_M_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_076_Liver_M_20w_NORMAL | source_column: Liver_M_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_076_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|M|20w|normal,GSE60012_tile_076,GSE60012_tile_076_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,liver|M|20w|normal,GSM1463695,SRR1534543,SRX668024,SRS672514,SAMN02950308,23,23,True,mapped,raw_group_has_extra_rows_ordered,10,9,20.0,liver,M,normal,NORMAL,GSM1463695: RRBS_23_Mouse_Liver_M_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_077,GSE60012 synthetic Liver_M_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_077_Liver_M_20w_NORMAL | source_column: Liver_M_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_077_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|M|20w|normal,GSE60012_tile_077,GSE60012_tile_077_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,liver|M|20w|normal,GSM1463696,SRR1534544,SRX668025,SRS672513,SAMN02950309,24,24,True,mapped,raw_group_has_extra_rows_ordered,10,9,20.0,liver,M,normal,NORMAL,GSM1463696: RRBS_24_Mouse_Liver_M_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_078,GSE60012 synthetic Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_078_Liver_F_20w_NORMAL | source_column: Liver_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_078_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|F|20w|normal,GSE60012_tile_078,GSE60012_tile_078_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,liver|F|20w|normal,GSM1463674,SRR1534522,SRX668003,SRS672492,SAMN02950345,30,30,True,mapped,exact_group_count_ordered,10,10,20.0,liver,F,normal,NORMAL,GSM1463674: RRBS_30_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_079,GSE60012 synthetic Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_079_Liver_F_20w_NORMAL | source_column: Liver_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_079_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|F|20w|normal,GSE60012_tile_079,GSE60012_tile_079_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,liver|F|20w|normal,GSM1463675,SRR1534523,SRX668004,SRS672493,SAMN02950346,32,32,True,mapped,exact_group_count_ordered,10,10,20.0,liver,F,normal,NORMAL,GSM1463675: RRBS_32_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_081,GSE60012 synthetic Liver_M_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_081_Liver_M_20w_NORMAL | source_column: Liver_M_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_081_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|M|20w|normal,GSE60012_tile_081,GSE60012_tile_081_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,liver|M|20w|normal,GSM1463697,SRR1534545,SRX668026,SRS672515,SAMN02950310,26,26,True,mapped,raw_group_has_extra_rows_ordered,10,9,20.0,liver,M,normal,NORMAL,GSM1463697: RRBS_26_Mouse_Liver_M_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_082,GSE60012 synthetic Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_082_Liver_F_20w_NORMAL | source_column: Liver_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_082_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|F|20w|normal,GSE60012_tile_082,GSE60012_tile_082_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,liver|F|20w|normal,GSM1463676,SRR1534524,SRX668005,SRS672495,SAMN02950347,33,33,True,mapped,exact_group_count_ordered,10,10,20.0,liver,F,normal,NORMAL,GSM1463676: RRBS_33_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_083,GSE60012 synthetic Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_083_Liver_F_20w_NORMAL | source_column: Liver_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_083_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|F|20w|normal,GSE60012_tile_083,GSE60012_tile_083_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,liver|F|20w|normal,GSM1463677,SRR1534525,SRX668006,SRS672494,SAMN02950348,36,36,True,mapped,exact_group_count_ordered,10,10,20.0,liver,F,normal,NORMAL,GSM1463677: RRBS_36_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_084,GSE60012 synthetic Liver_M_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_084_Liver_M_20w_NORMAL | source_column: Liver_M_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_084_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|M|20w|normal,GSE60012_tile_084,GSE60012_tile_084_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,liver|M|20w|normal,GSM1463698,SRR1534546,SRX668027,SRS672516,SAMN02950311,28,28,True,mapped,raw_group_has_extra_rows_ordered,10,9,20.0,liver,M,normal,NORMAL,GSM1463698: RRBS_28_Mouse_Liver_M_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_085,GSE60012 synthetic Liver_M_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_085_Liver_M_20w_NORMAL | source_column: Liver_M_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_085_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|M|20w|normal,GSE60012_tile_085,GSE60012_tile_085_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,liver|M|20w|normal,GSM1463699,SRR1534547,SRX668028,SRS672517,SAMN02950312,29,29,True,mapped,raw_group_has_extra_rows_ordered,10,9,20.0,liver,M,normal,NORMAL,GSM1463699: RRBS_29_Mouse_Liver_M_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_086,GSE60012 synthetic Spleen_M_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,spleen,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Spleen,matrix_sample_id: GSE60012_tile_086_Spleen_M_20w_NORMAL | source_column: Spleen_M_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_086_Spleen_M_20w_NORMAL,Spleen_M_20w_NORMAL,NORMAL,normal,Spleen,NORMAL,spleen|M|20w|normal,GSE60012_tile_086,GSE60012_tile_086_Spleen_M_20w_NORMAL,Spleen_M_20w_NORMAL,spleen|M|20w|normal,GSM1463807,SRR1534655,SRX668136,SRS672625,SAMN02950238,91,91,False,mapped,exact_group_count_ordered,4,4,20.0,spleen,M,normal,NORMAL,GSM1463807: RRBS_91_Mouse_Spleen_M_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_087,GSE60012 synthetic Liver_M_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_087_Liver_M_20w_NORMAL | source_column: Liver_M_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_087_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|M|20w|normal,GSE60012_tile_087,GSE60012_tile_087_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,liver|M|20w|normal,GSM1463700,SRR1534548,SRX668029,SRS672519,SAMN02950313,31,31,True,mapped,raw_group_has_extra_rows_ordered,10,9,20.0,liver,M,normal,NORMAL,GSM1463700: RRBS_31_Mouse_Liver_M_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_088,GSE60012 synthetic Liver_M_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_088_Liver_M_20w_NORMAL | source_column: Liver_M_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_088_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|M|20w|normal,GSE60012_tile_088,GSE60012_tile_088_Liver_M_20w_NORMAL,Liver_M_20w_NORMAL,liver|M|20w|normal,GSM1463701,SRR1534549,SRX668030,SRS672518,SAMN02950314,34,34,True,mapped,raw_group_has_extra_rows_ordered,10,9,20.0,liver,M,normal,NORMAL,GSM1463701: RRBS_34_Mouse_Liver_M_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_089,GSE60012 synthetic Spleen_M_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,spleen,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Spleen,matrix_sample_id: GSE60012_tile_089_Spleen_M_20w_NORMAL | source_column: Spleen_M_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_089_Spleen_M_20w_NORMAL,Spleen_M_20w_NORMAL,NORMAL,normal,Spleen,NORMAL,spleen|M|20w|normal,GSE60012_tile_089,GSE60012_tile_089_Spleen_M_20w_NORMAL,Spleen_M_20w_NORMAL,spleen|M|20w|normal,GSM1463809,SRR1534656,SRX668137,SRS672626,SAMN02950239,92,92,False,mapped,exact_group_count_ordered,4,4,20.0,spleen,M,normal,NORMAL,GSM1463809: RRBS_92_Mouse_Spleen_M_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_090,GSE60012 synthetic Spleen_M_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,spleen,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Spleen,matrix_sample_id: GSE60012_tile_090_Spleen_M_20w_NORMAL | source_column: Spleen_M_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_090_Spleen_M_20w_NORMAL,Spleen_M_20w_NORMAL,NORMAL,normal,Spleen,NORMAL,spleen|M|20w|normal,GSE60012_tile_090,GSE60012_tile_090_Spleen_M_20w_NORMAL,Spleen_M_20w_NORMAL,spleen|M|20w|normal,GSM1463811,SRR1534657,SRX668138,SRS672627,SAMN02950240,93,93,False,mapped,exact_group_count_ordered,4,4,20.0,spleen,M,normal,NORMAL,GSM1463811: RRBS_93_Mouse_Spleen_M_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_091,GSE60012 synthetic Spleen_M_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,spleen,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Spleen,matrix_sample_id: GSE60012_tile_091_Spleen_M_20w_NORMAL | source_column: Spleen_M_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_091_Spleen_M_20w_NORMAL,Spleen_M_20w_NORMAL,NORMAL,normal,Spleen,NORMAL,spleen|M|20w|normal,GSE60012_tile_091,GSE60012_tile_091_Spleen_M_20w_NORMAL,Spleen_M_20w_NORMAL,spleen|M|20w|normal,GSM1463813,SRR1534658,SRX668139,SRS672628,SAMN02950241,94,94,False,mapped,exact_group_count_ordered,4,4,20.0,spleen,M,normal,NORMAL,GSM1463813: RRBS_94_Mouse_Spleen_M_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_092,GSE60012 synthetic Spleen_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,spleen,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Spleen,matrix_sample_id: GSE60012_tile_092_Spleen_F_20w_NORMAL | source_column: Spleen_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_092_Spleen_F_20w_NORMAL,Spleen_F_20w_NORMAL,NORMAL,normal,Spleen,NORMAL,spleen|F|20w|normal,GSE60012_tile_092,GSE60012_tile_092_Spleen_F_20w_NORMAL,Spleen_F_20w_NORMAL,spleen|F|20w|normal,GSM1463802,SRR1534650,SRX668131,SRS672619,SAMN02950233,88,88,False,mapped,exact_group_count_ordered,4,4,20.0,spleen,F,normal,NORMAL,GSM1463802: RRBS_88_Mouse_Spleen_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_093,GSE60012 synthetic Spleen_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,spleen,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Spleen,matrix_sample_id: GSE60012_tile_093_Spleen_F_20w_NORMAL | source_column: Spleen_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_093_Spleen_F_20w_NORMAL,Spleen_F_20w_NORMAL,NORMAL,normal,Spleen,NORMAL,spleen|F|20w|normal,GSE60012_tile_093,GSE60012_tile_093_Spleen_F_20w_NORMAL,Spleen_F_20w_NORMAL,spleen|F|20w|normal,GSM1463803,SRR1534651,SRX668132,SRS672621,SAMN02950234,89,89,False,mapped,exact_group_count_ordered,4,4,20.0,spleen,F,normal,NORMAL,GSM1463803: RRBS_89_Mouse_Spleen_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_094,GSE60012 synthetic Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_094_Liver_F_20w_NORMAL | source_column: Liver_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_094_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|F|20w|normal,GSE60012_tile_094,GSE60012_tile_094_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,liver|F|20w|normal,GSM1463678,SRR1534526,SRX668007,SRS672496,SAMN02950349,37,37,True,mapped,exact_group_count_ordered,10,10,20.0,liver,F,normal,NORMAL,GSM1463678: RRBS_37_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_095,GSE60012 synthetic Spleen_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,spleen,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Spleen,matrix_sample_id: GSE60012_tile_095_Spleen_F_20w_NORMAL | source_column: Spleen_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_095_Spleen_F_20w_NORMAL,Spleen_F_20w_NORMAL,NORMAL,normal,Spleen,NORMAL,spleen|F|20w|normal,GSE60012_tile_095,GSE60012_tile_095_Spleen_F_20w_NORMAL,Spleen_F_20w_NORMAL,spleen|F|20w|normal,GSM1463804,SRR1534652,SRX668133,SRS672622,SAMN02950235,90,90,False,mapped,exact_group_count_ordered,4,4,20.0,spleen,F,normal,NORMAL,GSM1463804: RRBS_90_Mouse_Spleen_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_096,GSE60012 synthetic Spleen_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,spleen,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Spleen,matrix_sample_id: GSE60012_tile_096_Spleen_F_20w_NORMAL | source_column: Spleen_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_096_Spleen_F_20w_NORMAL,Spleen_F_20w_NORMAL,NORMAL,normal,Spleen,NORMAL,spleen|F|20w|normal,GSE60012_tile_096,GSE60012_tile_096_Spleen_F_20w_NORMAL,Spleen_F_20w_NORMAL,spleen|F|20w|normal,GSM1463805,SRR1534653,SRX668134,SRS672623,SAMN02950236,95,95,False,mapped,exact_group_count_ordered,4,4,20.0,spleen,F,normal,NORMAL,GSM1463805: RRBS_95_Mouse_Spleen_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_097,GSE60012 synthetic Liver_F_1w_NORMAL,7.0,1.0,1.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_097_Liver_F_1w_NORMAL | source_column: Liver_F_1w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_097_Liver_F_1w_NORMAL,Liver_F_1w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|F|1w|normal,GSE60012_tile_097,GSE60012_tile_097_Liver_F_1w_NORMAL,Liver_F_1w_NORMAL,liver|F|1w|normal,GSM1463666,SRR1534514,SRX667995,SRS672484,SAMN02950337,12,12,True,mapped,exact_group_count_ordered,5,5,1.0,liver,F,normal,NORMAL,GSM1463666: RRBS_12_Mouse_Liver_F_1w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_098,GSE60012 synthetic Liver_F_1w_NORMAL,7.0,1.0,1.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_098_Liver_F_1w_NORMAL | source_column: Liver_F_1w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_098_Liver_F_1w_NORMAL,Liver_F_1w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|F|1w|normal,GSE60012_tile_098,GSE60012_tile_098_Liver_F_1w_NORMAL,Liver_F_1w_NORMAL,liver|F|1w|normal,GSM1463667,SRR1534515,SRX667996,SRS672485,SAMN02950338,15,15,True,mapped,exact_group_count_ordered,5,5,1.0,liver,F,normal,NORMAL,GSM1463667: RRBS_15_Mouse_Liver_F_1w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_099,GSE60012 synthetic Liver_M_1w_NORMAL,7.0,1.0,1.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_099_Liver_M_1w_NORMAL | source_column: Liver_M_1w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_099_Liver_M_1w_NORMAL,Liver_M_1w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|M|1w|normal,GSE60012_tile_099,GSE60012_tile_099_Liver_M_1w_NORMAL,Liver_M_1w_NORMAL,liver|M|1w|normal,GSM1463690,SRR1534538,SRX668019,SRS672507,SAMN02950361,13,13,True,mapped,exact_group_count_ordered,5,5,1.0,liver,M,normal,NORMAL,GSM1463690: RRBS_13_Mouse_Liver_M_1w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_100,GSE60012 synthetic Liver_M_1w_NORMAL,7.0,1.0,1.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_100_Liver_M_1w_NORMAL | source_column: Liver_M_1w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_100_Liver_M_1w_NORMAL,Liver_M_1w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|M|1w|normal,GSE60012_tile_100,GSE60012_tile_100_Liver_M_1w_NORMAL,Liver_M_1w_NORMAL,liver|M|1w|normal,GSM1463691,SRR1534539,SRX668020,SRS672509,SAMN02950362,14,14,True,mapped,exact_group_count_ordered,5,5,1.0,liver,M,normal,NORMAL,GSM1463691: RRBS_14_Mouse_Liver_M_1w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
